v1
v0.8.2
---------------------SYSTEM INFO---------------------
os,cpu,gpu,ram,kernel,driver,cpuscheduler
Steam Runtime 3 (sniper),Intel Core i5-10600K CPU @ 4.10GHz,AMD Radeon RX 9070 XT (RADV GFX1201),32148228,7.0.1-cachyos,,performance
--------------------FRAME METRICS--------------------
fps,frametime,cpu_load,cpu_power,gpu_load,cpu_temp,gpu_temp,gpu_core_clock,gpu_mem_clock,gpu_vram_used,gpu_power,ram_used,swap_used,process_rss,cpu_mhz,elapsed
99.7041,10.0297,20.3333,0,0,67,0,350,0,0,0,12.6539,0.733524,0,4498,1343745439
100.063,9.99366,20.3333,0,0,67,0,350,0,0,0,12.6539,0.733524,0,4498,1353740227
99.8333,10.0167,20.3333,0,0,67,0,350,0,0,0,12.6539,0.733524,0,4498,1363757218
100.127,9.98736,20.3333,0,0,67,0,350,0,0,0,12.6539,0.733524,0,4498,1373745129
99.9736,10.0026,20.3333,0,0,67,0,350,0,0,0,12.6539,0.733524,0,4498,1383748519
100.045,9.99547,20.3333,0,0,67,0,350,0,0,0,12.6539,0.733524,0,4498,1393744089
99.8824,10.0118,20.3333,0,0,67,0,350,0,0,0,12.6539,0.733524,0,4498,1403757323
100.344,9.96568,20.3333,0,0,67,0,350,0,0,0,12.6539,0.733524,0,4498,1413722791
99.6711,10.033,20.3333,0,0,67,0,350,0,0,0,12.6539,0.733524,0,4498,1423757386
100.411,9.95903,20.3333,0,0,67,0,350,0,0,0,12.6539,0.733524,0,4498,1433715849
99.5569,10.0445,20.3333,0,0,67,0,350,0,0,0,12.6539,0.733524,0,4498,1443761508
100.186,9.9814,20.3333,0,0,67,0,350,0,0,0,12.6539,0.733524,0,4498,1453743599
99.8179,10.0182,20.3333,0,0,67,0,350,0,0,0,12.6539,0.733524,0,4498,1463762577
99.9285,10.0072,20.3333,0,0,67,0,350,0,0,0,12.6539,0.733524,0,4498,1473770438
100.049,9.99513,20.3333,0,0,67,0,350,0,0,0,12.6539,0.733524,0,4498,1483766563
100.361,9.96406,20.3333,0,0,67,0,350,0,0,0,12.6539,0.733524,0,4498,1493730835
99.8622,10.0138,20.3333,0,0,67,0,350,0,0,0,12.6539,0.733524,0,4498,1503745317
100.187,9.98136,20.3333,0,0,67,0,350,0,0,0,12.6539,0.733524,0,4498,1513729467
99.6101,10.0391,20.1639,0,0,67,0,350,0,0,0,12.6817,0.733524,0,4500,1523767872
100.38,9.96219,20.1639,0,0,67,0,350,0,0,0,12.6817,0.733524,0,4500,1533730152
99.7964,10.0204,20.1639,0,0,67,0,350,0,0,0,12.6817,0.733524,0,4500,1543751670
99.9564,10.0044,20.1639,0,0,67,0,350,0,0,0,12.6817,0.733524,0,4500,1553756812
99.9218,10.0078,20.1639,0,0,67,0,350,0,0,0,12.6817,0.733524,0,4500,1563766073
100.226,9.97748,20.1639,0,0,67,0,350,0,0,0,12.6817,0.733524,0,4500,1573743757
99.7815,10.0219,20.1639,0,0,67,0,350,0,0,0,12.6817,0.733524,0,4500,1583767118
100.466,9.9536,20.1639,0,0,67,0,350,0,0,0,12.6817,0.733524,0,4500,1593720562
99.5564,10.0446,20.1639,0,0,67,0,350,0,0,0,12.6817,0.733524,0,4500,1603767000
100.382,9.96191,20.1639,0,0,67,0,350,0,0,0,12.6817,0.733524,0,4500,1613729202
99.74,10.0261,20.1639,0,0,67,0,350,0,0,0,12.6817,0.733524,0,4500,1623756447
100.085,9.99148,20.1639,0,0,67,0,350,0,0,0,12.6817,0.733524,0,4500,1633748029
99.8366,10.0164,20.1639,0,0,67,0,350,0,0,0,12.6817,0.733524,0,4500,1643765599
